"동별","독거노인별","항목","단위","2021 년","2022 년","2023 년","2024 년",
"노량진1동","저소득노인","계","","30","44","21","47",
"노량진1동","저소득노인","65~79세","","15","28","15","32",
"노량진1동","저소득노인","80세 이상","","15","16","6","15",
"노량진1동","일   반","계","","879","922","981","1009",
"노량진1동","일   반","65~79세","","674","677","706","728",
"노량진1동","일   반","80세 이상","","205","245","275","281",
"노량진2동","합계","계","","785","803","821","693",
"노량진2동","합계","65~79세","","587","601","612","541",
"노량진2동","합계","80세 이상","","198","202","209","152",
"노량진2동","국민기초생활보장 수급권자","계","","258","302","302","253",
"노량진2동","국민기초생활보장 수급권자","65~79세","","184","214","218","196",
"노량진2동","국민기초생활보장 수급권자","80세 이상","","74","88","84","57",
"노량진2동","저소득노인","계","","28","31","20","19",
"노량진2동","저소득노인","65~79세","","14","19","10","11",
"노량진2동","저소득노인","80세 이상","","14","12","10","8",
"노량진2동","일   반","계","","499","470","499","421",
"노량진2동","일   반","65~79세","","389","368","384","334",
"노량진2동","일   반","80세 이상","","110","102","115","87",
"상도1동","합계","계","","1369","1510","1575","1627",
"상도1동","합계","65~79세","","996","1076","1107","1130",
"상도1동","합계","80세 이상","","373","434","468","497",
"상도1동","국민기초생활보장 수급권자","계","","406","459","496","517",
"상도1동","국민기초생활보장 수급권자","65~79세","","235","267","286","309",
"상도1동","국민기초생활보장 수급권자","80세 이상","","171","192","210","208",
"상도1동","저소득노인","계","","55","51","43","79",
"상도1동","저소득노인","65~79세","","26","29","24","51",
"상도1동","저소득노인","80세 이상","","29","22","19","28",
"상도1동","일   반","계","","908","1000","1036","1031",
"상도1동","일   반","65~79세","","735","780","797","770",
"상도1동","일   반","80세 이상","","173","220","239","261",
"상도2동","합계","계","","798","818","863","912",
"상도2동","합계","65~79세","","578","574","586","623",
"상도2동","합계","80세 이상","","220","244","277","289",
"상도2동","국민기초생활보장 수급권자","계","","149","157","173","187",
"상도2동","국민기초생활보장 수급권자","65~79세","","103","100","105","118",
"상도2동","국민기초생활보장 수급권자","80세 이상","","46","57","68","69",
"상도2동","저소득노인","계","","21","31","18","29",
"상도2동","저소득노인","65~79세","","9","14","4","13",
"상도2동","저소득노인","80세 이상","","12","17","14","16",
"상도2동","일   반","계","","628","630","672","696",
"상도2동","일   반","65~79세","","466","460","477","492",
"상도2동","일   반","80세 이상","","162","170","195","204",
"상도3동","합계","계","","1004","1093","1155","1225",
"상도3동","합계","65~79세","","748","798","842","893",
"상도3동","합계","80세 이상","","256","295","313","332",
"상도3동","국민기초생활보장 수급권자","계","","276","298","329","352",
"상도3동","국민기초생활보장 수급권자","65~79세","","179","199","221","224",
"상도3동","국민기초생활보장 수급권자","80세 이상","","97","99","108","128",
"상도3동","저소득노인","계","","41","41","28","50",
"상도3동","저소득노인","65~79세","","23","26","17","26",
"상도3동","저소득노인","80세 이상","","18","15","11","24",
"상도3동","일   반","계","","687","754","798","823",
"상도3동","일   반","65~79세","","546","573","604","643",
"상도3동","일   반","80세 이상","","141","181","194","180",
"상도4동","합계","계","","1366","1453","1530","1629",
"상도4동","합계","65~79세","","1049","1087","1121","1188",
"상도4동","합계","80세 이상","","317","366","409","441",
"상도4동","국민기초생활보장 수급권자","계","","370","403","456","488",
"상도4동","국민기초생활보장 수급권자","65~79세","","251","270","308","330",
"상도4동","국민기초생활보장 수급권자","80세 이상","","119","133","148","158",
"상도4동","저소득노인","계","","51","41","31","49",
"상도4동","저소득노인","65~79세","","24","17","15","29",
"상도4동","저소득노인","80세 이상","","27","24","16","20",
"상도4동","일   반","계","","945","1009","1043","1092",
"상도4동","일   반","65~79세","","774","800","798","829",
"상도4동","일   반","80세 이상","","171","209","245","263",
"흑석동","합계","계","","658","999","1019","1013",
"흑석동","합계","65~79세","","490","674","653","650",
"흑석동","합계","80세 이상","","168","325","366","363",
"흑석동","국민기초생활보장 수급권자","계","","166","243","217","242",
"흑석동","국민기초생활보장 수급권자","65~79세","","118","145","128","139",
"흑석동","국민기초생활보장 수급권자","80세 이상","","48","98","89","103",
"흑석동","저소득노인","계","","14","29","14","24",
"흑석동","저소득노인","65~79세","","6","16","8","11",
"흑석동","저소득노인","80세 이상","","8","13","6","13",
"흑석동","일   반","계","","478","727","788","747",
"흑석동","일   반","65~79세","","366","513","517","500",
"흑석동","일   반","80세 이상","","112","214","271","247",
"사당1동","합계","계","","903","943","1011","1045",
"사당1동","합계","65~79세","","731","742","789","808",
"사당1동","합계","80세 이상","","172","201","222","237",
"사당1동","국민기초생활보장 수급권자","계","","230","241","259","273",
"사당1동","국민기초생활보장 수급권자","65~79세","","168","178","192","198",
"사당1동","국민기초생활보장 수급권자","80세 이상","","62","63","67","75",
"사당1동","저소득노인","계","","26","25","11","13",
"사당1동","저소득노인","65~79세","","13","13","5","6",
"사당1동","저소득노인","80세 이상","","13","12","6","7",
"사당1동","일   반","계","","647","677","741","759",
"사당1동","일   반","65~79세","","550","551","592","604",
"사당1동","일   반","80세 이상","","97","126","149","155",
"사당2동","합계","계","","1073","1131","1208","1276",
"사당2동","합계","65~79세","","823","835","877","926",
"사당2동","합계","80세 이상","","250","296","331","350",
"사당2동","국민기초생활보장 수급권자","계","","192","244","275","306",
"사당2동","국민기초생활보장 수급권자","65~79세","","141","183","201","218",
"사당2동","국민기초생활보장 수급권자","80세 이상","","51","61","74","88",
"사당2동","저소득노인","계","","25","32","21","47",
"사당2동","저소득노인","65~79세","","13","14","11","31",
"사당2동","저소득노인","80세 이상","","12","18","10","16",
"사당2동","일   반","계","","856","855","912","923",
"사당2동","일   반","65~79세","","669","638","665","677",
"사당2동","일   반","80세 이상","","187","217","247","246",
"사당3동","합계","계","","742","799","851","902",
"사당3동","합계","65~79세","","576","613","647","673",
"사당3동","합계","80세 이상","","166","186","204","229",
"사당3동","국민기초생활보장 수급권자","계","","136","153","175","203",
"사당3동","국민기초생활보장 수급권자","65~79세","","95","112","131","158",
"사당3동","국민기초생활보장 수급권자","80세 이상","","41","41","44","45",
"사당3동","저소득노인","계","","14","24","9","19",
"사당3동","저소득노인","65~79세","","6","15","-","10",
"사당3동","저소득노인","80세 이상","","8","9","9","9",
"사당3동","일   반","계","","592","622","667","680",
"사당3동","일   반","65~79세","","475","486","516","505",
"사당3동","일   반","80세 이상","","117","136","151","175",
"사당4동","합계","계","","633","658","708","777",
"사당4동","합계","65~79세","","480","489","519","566",
"사당4동","합계","80세 이상","","153","169","189","211",
"사당4동","국민기초생활보장 수급권자","계","","171","182","207","374",
"사당4동","국민기초생활보장 수급권자","65~79세","","109","119","136","292",
"사당4동","국민기초생활보장 수급권자","80세 이상","","62","63","71","82",
"사당4동","저소득노인","계","","14","21","13","16",
"사당4동","저소득노인","65~79세","","5","8","4","7",
"사당4동","저소득노인","80세 이상","","9","13","9","9",
"사당4동","일   반","계","","448","455","488","387",
"사당4동","일   반","65~79세","","366","362","379","267",
"사당4동","일   반","80세 이상","","82","93","109","120",
"사당5동","합계","계","","507","541","557","577",
"사당5동","합계","65~79세","","388","407","412","430",
"사당5동","합계","80세 이상","","119","134","145","147",
"사당5동","국민기초생활보장 수급권자","계","","104","126","138","137",
"사당5동","국민기초생활보장 수급권자","65~79세","","69","76","86","85",
"사당5동","국민기초생활보장 수급권자","80세 이상","","35","50","52","52",
"사당5동","저소득노인","계","","20","15","8","15",
"사당5동","저소득노인","65~79세","","6","9","4","8",
"사당5동","저소득노인","80세 이상","","14","6","4","7",
"사당5동","일   반","계","","383","400","411","425",
"사당5동","일   반","65~79세","","313","322","322","337",
"사당5동","일   반","80세 이상","","70","78","89","88",
"대방동","합계","계","","1400","1343","1409","1382",
"대방동","합계","65~79세","","1025","961","1011","989",
"대방동","합계","80세 이상","","375","382","398","393",
"대방동","국민기초생활보장 수급권자","계","","421","475","471","500",
"대방동","국민기초생활보장 수급권자","65~79세","","297","329","326","344",
"대방동","국민기초생활보장 수급권자","80세 이상","","124","146","145","156",
"대방동","저소득노인","계","","38","41","24","52",
"대방동","저소득노인","65~79세","","20","27","15","34",
"대방동","저소득노인","80세 이상","","18","14","9","18",
"대방동","일   반","계","","941","827","914","830",
"대방동","일   반","65~79세","","708","605","670","611",
"대방동","일   반","80세 이상","","233","222","244","219",
"신대방1동","합계","계","","872","925","990","1071",
"신대방1동","합계","65~79세","","674","693","732","785",
"신대방1동","합계","80세 이상","","198","232","258","286",
"신대방1동","국민기초생활보장 수급권자","계","","200","230","250","282",
"신대방1동","국민기초생활보장 수급권자","65~79세","","143","160","176","202",
"신대방1동","국민기초생활보장 수급권자","80세 이상","","57","70","74","80",
"신대방1동","저소득노인","계","","16","21","12","21",
"신대방1동","저소득노인","65~79세","","5","8","4","9",
"신대방1동","저소득노인","80세 이상","","11","13","8","12",
"신대방1동","일   반","계","","656","674","728","768",
"신대방1동","일   반","65~79세","","526","525","552","574",
"신대방1동","일   반","80세 이상","","130","149","176","194",
"신대방2동","합계","계","","1285","699","740","790",
"신대방2동","합계","65~79세","","900","502","528","564",
"신대방2동","합계","80세 이상","","385","197","212","226",
"신대방2동","국민기초생활보장 수급권자","계","","275","169","186","204",
"신대방2동","국민기초생활보장 수급권자","65~79세","","180","110","120","127",
"신대방2동","국민기초생활보장 수급권자","80세 이상","","95","59","66","77",
"신대방2동","저소득노인","계","","28","17","7","11",
"신대방2동","저소득노인","65~79세","","14","10","3","6",
"신대방2동","저소득노인","80세 이상","","14","7","4","5",
"신대방2동","일   반","계","","982","513","547","575",
"신대방2동","일   반","65~79세","","706","382","405","431",
"신대방2동","일   반","80세 이상","","276","131","142","144",
"관악구","합계","계","","20308","21113","22579","24154",
"관악구","합계","65~79세","","15688","16078","16940","17937",
"관악구","합계","80세 이상","","4620","5035","5639","6217",
"관악구","국민기초생활보장 수급권자","계","","6325","6799","7417","8017",
"관악구","국민기초생활보장 수급권자","65~79세","","4302","4584","5063","5556",
"관악구","국민기초생활보장 수급권자","80세 이상","","2023","2215","2354","2461",
"관악구","저소득노인","계","","573","795","438","397",
"관악구","저소득노인","65~79세","","327","503","262","231",
"관악구","저소득노인","80세 이상","","246","292","176","166",
"관악구","일   반","계","","13410","13519","14724","15740",
"관악구","일   반","65~79세","","11059","10991","11615","12150",
"관악구","일   반","80세 이상","","2351","2528","3109","3590",
"보라매동","합계","계","","1114","1163","1254","1339",
"보라매동","합계","65~79세","","840","859","924","988",
"보라매동","합계","80세 이상","","274","304","330","351",
"보라매동","국민기초생활보장 수급권자","계","","302","334","376","410",
"보라매동","국민기초생활보장 수급권자","65~79세","","219","234","273","298",
"보라매동","국민기초생활보장 수급권자","80세 이상","","83","100","103","112",
"보라매동","저소득노인","계","","32","42","19","23",
"보라매동","저소득노인","65~79세","","17","26","7","7",
"보라매동","저소득노인","80세 이상","","15","16","12","16",
"보라매동","일   반","계","","780","787","859","906",
"보라매동","일   반","65~79세","","604","599","644","683",
"보라매동","일   반","80세 이상","","176","188","215","223",
"청림동","합계","계","","654","682","720","748",
"청림동","합계","65~79세","","468","490","505","516",
"청림동","합계","80세 이상","","186","192","215","232",
"청림동","국민기초생활보장 수급권자","계","","218","235","238","257",
"청림동","국민기초생활보장 수급권자","65~79세","","139","144","142","159",
"청림동","국민기초생활보장 수급권자","80세 이상","","79","91","96","98",
"청림동","저소득노인","계","","10","23","10","11",
"청림동","저소득노인","65~79세","","4","15","6","6",
"청림동","저소득노인","80세 이상","","6","8","4","5",
"청림동","일   반","계","","426","424","472","480",
"청림동","일   반","65~79세","","325","331","357","351",
"청림동","일   반","80세 이상","","101","93","115","129",
"성현동","합계","계","","1315","1403","1496","1547",
"성현동","합계","65~79세","","978","1032","1076","1093",
"성현동","합계","80세 이상","","337","371","420","454",
"성현동","국민기초생활보장 수급권자","계","","547","589","633","688",
"성현동","국민기초생활보장 수급권자","65~79세","","351","367","389","432",
"성현동","국민기초생활보장 수급권자","80세 이상","","196","222","244","256",
"성현동","저소득노인","계","","41","74","33","34",
"성현동","저소득노인","65~79세","","25","51","19","19",
"성현동","저소득노인","80세 이상","","16","23","14","15",
"성현동","일   반","계","","727","740","830","825",
"성현동","일   반","65~79세","","602","614","668","642",
"성현동","일   반","80세 이상","","125","126","162","183",
"행운동","합계","계","","1101","1139","1205","1299",
"행운동","합계","65~79세","","859","871","921","972",
"행운동","합계","80세 이상","","242","268","284","327",
"행운동","국민기초생활보장 수급권자","계","","354","375","407","456",
"행운동","국민기초생활보장 수급권자","65~79세","","223","235","269","307",
"행운동","국민기초생활보장 수급권자","80세 이상","","131","140","138","149",
"행운동","저소득노인","계","","30","46","28","24",
"행운동","저소득노인","65~79세","","22","35","21","18",
"행운동","저소득노인","80세 이상","","8","11","7","6",
"행운동","일   반","계","","717","718","770","819",
"행운동","일   반","65~79세","","614","601","631","647",
"행운동","일   반","80세 이상","","103","117","139","172",
"낙성대동","합계","계","","528","536","581","617",
"낙성대동","합계","65~79세","","419","410","433","447",
"낙성대동","합계","80세 이상","","109","126","148","170",
"낙성대동","국민기초생활보장 수급권자","계","","119","125","147","166",
"낙성대동","국민기초생활보장 수급권자","65~79세","","91","87","105","119",
"낙성대동","국민기초생활보장 수급권자","80세 이상","","28","38","42","47",
"낙성대동","저소득노인","계","","11","12","3","1",
"낙성대동","저소득노인","65~79세","","4","8","2","1",
"낙성대동","저소득노인","80세 이상","","7","4","1","",
"낙성대동","일   반","계","","398","399","431","450",
"낙성대동","일   반","65~79세","","324","315","326","327",
"낙성대동","일   반","80세 이상","","74","84","105","123",
"청룡동","합계","계","","1248","1290","1388","1498",
"청룡동","합계","65~79세","","985","1000","1062","1125",
"청룡동","합계","80세 이상","","263","290","326","373",
"청룡동","국민기초생활보장 수급권자","계","","406","416","445","491",
"청룡동","국민기초생활보장 수급권자","65~79세","","301","306","325","359",
"청룡동","국민기초생활보장 수급권자","80세 이상","","105","110","120","132",
"청룡동","저소득노인","계","","20","40","20","16",
"청룡동","저소득노인","65~79세","","13","21","11","10",
"청룡동","저소득노인","80세 이상","","7","19","9","6",
"청룡동","일   반","계","","822","834","923","991",
"청룡동","일   반","65~79세","","671","673","726","756",
"청룡동","일   반","80세 이상","","151","161","197","235",
"은천동","합계","계","","1454","1519","1592","1691",
"은천동","합계","65~79세","","1138","1169","1198","1253",
"은천동","합계","80세 이상","","316","350","394","438",
"은천동","국민기초생활보장 수급권자","계","","496","551","582","626",
"은천동","국민기초생활보장 수급권자","65~79세","","334","379","392","424",
"은천동","국민기초생활보장 수급권자","80세 이상","","162","172","190","202",
"은천동","저소득노인","계","","49","73","34","26",
"은천동","저소득노인","65~79세","","24","44","21","17",
"은천동","저소득노인","80세 이상","","25","29","13","9",
"은천동","일   반","계","","909","895","976","1039",
"은천동","일   반","65~79세","","780","746","785","812",
"은천동","일   반","80세 이상","","129","149","191","227",
"중앙동","합계","계","","676","695","735","796",
"중앙동","합계","65~79세","","524","535","550","585",
"중앙동","합계","80세 이상","","152","160","185","211",
"중앙동","국민기초생활보장 수급권자","계","","216","219","228","250",
"중앙동","국민기초생활보장 수급권자","65~79세","","145","151","150","166",
"중앙동","국민기초생활보장 수급권자","80세 이상","","71","68","78","84",
"중앙동","저소득노인","계","","14","14","12","9",
"중앙동","저소득노인","65~79세","","9","8","7","6",
"중앙동","저소득노인","80세 이상","","5","6","5","3",
"중앙동","일   반","계","","446","462","495","537",
"중앙동","일   반","65~79세","","370","376","393","413",
"중앙동","일   반","80세 이상","","76","86","102","124",
"인헌동","합계","계","","908","945","1007","1064",
"인헌동","합계","65~79세","","711","716","736","767",
"인헌동","합계","80세 이상","","197","229","271","297",
"인헌동","국민기초생활보장 수급권자","계","","192","206","220","239",
"인헌동","국민기초생활보장 수급권자","65~79세","","120","133","142","166",
"인헌동","국민기초생활보장 수급권자","80세 이상","","72","73","78","73",
"인헌동","저소득노인","계","","28","47","22","24",
"인헌동","저소득노인","65~79세","","16","23","12","14",
"인헌동","저소득노인","80세 이상","","12","24","10","10",
"인헌동","일   반","계","","688","692","765","801",
"인헌동","일   반","65~79세","","575","560","582","587",
"인헌동","일   반","80세 이상","","113","132","183","214",
"남현동","합계","계","","573","610","663","719",
"남현동","합계","65~79세","","481","509","543","569",
"남현동","합계","80세 이상","","92","101","120","150",
"남현동","국민기초생활보장 수급권자","계","","125","130","151","149",
"남현동","국민기초생활보장 수급권자","65~79세","","87","94","114","110",
"남현동","국민기초생활보장 수급권자","80세 이상","","38","36","37","39",
"남현동","저소득노인","계","","19","24","14","10",
"남현동","저소득노인","65~79세","","13","14","9","6",
"남현동","저소득노인","80세 이상","","6","10","5","4",
"남현동","일   반","계","","429","456","498","560",
"남현동","일   반","65~79세","","381","401","420","453",
"남현동","일   반","80세 이상","","48","55","78","107",
"서원동","합계","계","","795","836","896","967",
"서원동","합계","65~79세","","630","642","681","731",
"서원동","합계","80세 이상","","165","194","215","236",
"서원동","국민기초생활보장 수급권자","계","","190","219","243","276",
"서원동","국민기초생활보장 수급권자","65~79세","","136","150","168","190",
"서원동","국민기초생활보장 수급권자","80세 이상","","54","69","75","86",
"서원동","저소득노인","계","","22","37","16","17",
"서원동","저소득노인","65~79세","","7","24","8","9",
"서원동","저소득노인","80세 이상","","15","13","8","8",
"서원동","일   반","계","","583","580","637","674",
"서원동","일   반","65~79세","","487","468","505","532",
"서원동","일   반","80세 이상","","96","112","132","142",
"신원동","합계","계","","971","977","1038","1130",
"신원동","합계","65~79세","","750","740","772","828",
"신원동","합계","80세 이상","","221","237","266","302",
"신원동","국민기초생활보장 수급권자","계","","324","347","387","402",
"신원동","국민기초생활보장 수급권자","65~79세","","236","250","281","295",
"신원동","국민기초생활보장 수급권자","80세 이상","","88","97","106","107",
"신원동","저소득노인","계","","35","36","26","28",
"신원동","저소득노인","65~79세","","21","23","13","11",
"신원동","저소득노인","80세 이상","","14","13","13","17",
"신원동","일   반","계","","612","594","625","700",
"신원동","일   반","65~79세","","493","467","478","522",
"신원동","일   반","80세 이상","","119","127","147","178",
"서림동","합계","계","","824","892","978","1050",
"서림동","합계","65~79세","","629","685","751","793",
"서림동","합계","80세 이상","","195","207","227","257",
"서림동","국민기초생활보장 수급권자","계","","204","241","274","302",
"서림동","국민기초생활보장 수급권자","65~79세","","149","177","201","223",
"서림동","국민기초생활보장 수급권자","80세 이상","","55","64","73","79",
"서림동","저소득노인","계","","15","27","19","14",
"서림동","저소득노인","65~79세","","9","21","14","11",
"서림동","저소득노인","80세 이상","","6","6","5","3",
"서림동","일   반","계","","605","624","685","734",
"서림동","일   반","65~79세","","471","487","536","559",
"서림동","일   반","80세 이상","","134","137","149","175",
"신사동","합계","계","","984","1017","1080","1164",
"신사동","합계","65~79세","","774","799","828","883",
"신사동","합계","80세 이상","","210","218","252","281",
"신사동","국민기초생활보장 수급권자","계","","323","347","371","399",
"신사동","국민기초생활보장 수급권자","65~79세","","216","227","255","265",
"신사동","국민기초생활보장 수급권자","80세 이상","","107","120","116","134",
"신사동","저소득노인","계","","21","32","19","15",
"신사동","저소득노인","65~79세","","11","22","14","12",
"신사동","저소득노인","80세 이상","","10","10","5","3",
"신사동","일   반","계","","640","638","690","750",
"신사동","일   반","65~79세","","547","550","559","606",
"신사동","일   반","80세 이상","","93","88","131","144",
"신림동","합계","계","","625","624","682","737",
"신림동","합계","65~79세","","521","513","545","592",
"신림동","합계","80세 이상","","104","111","137","145",
"신림동","국민기초생활보장 수급권자","계","","195","201","227","255",
"신림동","국민기초생활보장 수급권자","65~79세","","161","158","180","202",
"신림동","국민기초생활보장 수급권자","80세 이상","","34","43","47","53",
"신림동","저소득노인","계","","6","12","8","10",
"신림동","저소득노인","65~79세","","3","5","5","6",
"신림동","저소득노인","80세 이상","","3","7","3","4",
"신림동","일   반","계","","424","411","447","472",
"신림동","일   반","65~79세","","357","350","360","384",
"신림동","일   반","80세 이상","","67","61","87","88",
"난향동","합계","계","","609","612","645","699",
"난향동","합계","65~79세","","449","458","473","500",
"난향동","합계","80세 이상","","160","154","172","199",
"난향동","국민기초생활보장 수급권자","계","","190","210","218","253",
"난향동","국민기초생활보장 수급권자","65~79세","","115","119","132","158",
"난향동","국민기초생활보장 수급권자","80세 이상","","75","91","86","95",
"난향동","저소득노인","계","","25","30","21","17",
"난향동","저소득노인","65~79세","","13","17","10","8",
"난향동","저소득노인","80세 이상","","12","13","11","9",
"난향동","일   반","계","","394","372","406","429",
"난향동","일   반","65~79세","","321","322","331","334",
"난향동","일   반","80세 이상","","73","50","75","95",
"조원동","합계","계","","750","788","855","941",
"조원동","합계","65~79세","","579","605","653","714",
"조원동","합계","80세 이상","","171","183","202","227",
"조원동","국민기초생활보장 수급권자","계","","225","241","269","305",
"조원동","국민기초생활보장 수급권자","65~79세","","156","166","193","233",
"조원동","국민기초생활보장 수급권자","80세 이상","","69","75","76","72",
"조원동","저소득노인","계","","14","17","9","7",
"조원동","저소득노인","65~79세","","8","14","5","5",
"조원동","저소득노인","80세 이상","","6","3","4","2",
"조원동","일   반","계","","511","530","577","629",
"조원동","일   반","65~79세","","415","425","455","476",
"조원동","일   반","80세 이상","","96","105","122","153",
"대학동","합계","계","","826","875","968","1069",
"대학동","합계","65~79세","","652","673","727","809",
"대학동","합계","80세 이상","","174","202","241","260",
"대학동","국민기초생활보장 수급권자","계","","187","223","259","297",
"대학동","국민기초생활보장 수급권자","65~79세","","157","185","214","248",
"대학동","국민기초생활보장 수급권자","80세 이상","","30","38","45","49",
"대학동","저소득노인","계","","27","27","19","15",
"대학동","저소득노인","65~79세","","19","23","12","10",
"대학동","저소득노인","80세 이상","","8","4","7","5",
"대학동","일   반","계","","612","625","690","757",
"대학동","일   반","65~79세","","476","465","501","551",
"대학동","일   반","80세 이상","","136","160","189","206",
"삼성동","합계","계","","1518","1586","1677","1719",
"삼성동","합계","65~79세","","1129","1154","1207","1230",
"삼성동","합계","80세 이상","","389","432","470","489",
"삼성동","국민기초생활보장 수급권자","계","","640","632","684","733",
"삼성동","국민기초생활보장 수급권자","65~79세","","401","386","420","451",
"삼성동","국민기초생활보장 수급권자","80세 이상","","239","246","264","282",
"삼성동","저소득노인","계","","59","59","32","27",
"삼성동","저소득노인","65~79세","","32","34","21","17",
"삼성동","저소득노인","80세 이상","","27","25","11","10",
"삼성동","일   반","계","","819","895","961","959",
"삼성동","일   반","65~79세","","696","734","766","762",
"삼성동","일   반","80세 이상","","123","161","195","197",
"미성동","합계","계","","1317","1365","1446","1554",
"미성동","합계","65~79세","","1023","1037","1101","1200",
"미성동","합계","80세 이상","","294","328","345","354",
"미성동","국민기초생활보장 수급권자","계","","332","359","404","343",
"미성동","국민기초생활보장 수급권자","65~79세","","209","225","267","249",
"미성동","국민기초생활보장 수급권자","80세 이상","","123","134","137","94",
"미성동","저소득노인","계","","50","56","39","37",
"미성동","저소득노인","65~79세","","33","32","25","21",
"미성동","저소득노인","80세 이상","","17","24","14","16",
"미성동","일   반","계","","935","950","1003","1174",
"미성동","일   반","65~79세","","781","780","809","930",
"미성동","일   반","80세 이상","","154","170","194","244",
"난곡동","합계","계","","1518","1559","1673","1806",
"난곡동","합계","65~79세","","1149","1181","1254","1342",
"난곡동","합계","80세 이상","","369","378","419","464",
"난곡동","국민기초생활보장 수급권자","계","","540","599","654","720",
"난곡동","국민기초생활보장 수급권자","65~79세","","356","411","451","502",
"난곡동","국민기초생활보장 수급권자","80세 이상","","184","188","203","218",
"난곡동","저소득노인","계","","45","67","35","32",
"난곡동","저소득노인","65~79세","","24","43","20","17",
"난곡동","저소득노인","80세 이상","","21","24","15","15",
"난곡동","일   반","계","","933","893","984","1054",
"난곡동","일   반","65~79세","","769","727","783","823",
"난곡동","일   반","80세 이상","","164","166","201","231",
"서초구","합계","계","","10318","10737","10945","11476",
"서초구","합계","65~79세","","7784","8020","8160","8479",
"서초구","합계","80세 이상","","2534","2717","2785","2997",
"서초구","국민기초생활보장 수급권자","계","","1899","2061","2332","2538",
"서초구","국민기초생활보장 수급권자","65~79세","","1332","1455","1714","1828",
"서초구","국민기초생활보장 수급권자","80세 이상","","567","606","618","710",
"서초구","저소득노인","계","","447","475","220","219",
"서초구","저소득노인","65~79세","","267","342","138","141",
"서초구","저소득노인","80세 이상","","180","133","82","78",
"서초구","일   반","계","","7972","8201","8393","8719",
"서초구","일   반","65~79세","","6185","6223","6308","6510",
"서초구","일   반","80세 이상","","1787","1978","2085","2209",
"서초1동","합계","계","","610","643","638","679",
"서초1동","합계","65~79세","","446","473","470","486",
"서초1동","합계","80세 이상","","164","170","168","193",
"서초1동","국민기초생활보장 수급권자","계","","118","122","140","158",
"서초1동","국민기초생활보장 수급권자","65~79세","","81","85","98","106",
"서초1동","국민기초생활보장 수급권자","80세 이상","","37","37","42","52",
"서초1동","저소득노인","계","","25","21","10","9",
"서초1동","저소득노인","65~79세","","13","15","4","3",
"서초1동","저소득노인","80세 이상","","12","6","6","6",
"서초1동","일   반","계","","467","500","488","512",
"서초1동","일   반","65~79세","","352","373","368","377",
"서초1동","일   반","80세 이상","","115","127","120","135",
"서초2동","합계","계","","429","473","424","435",
"서초2동","합계","65~79세","","330","365","321","330",
"서초2동","합계","80세 이상","","99","108","103","105",
"서초2동","국민기초생활보장 수급권자","계","","38","51","45","44",
"서초2동","국민기초생활보장 수급권자","65~79세","","31","39","34","32",
"서초2동","국민기초생활보장 수급권자","80세 이상","","7","12","11","12",
"서초2동","저소득노인","계","","10","17","8","5",
"서초2동","저소득노인","65~79세","","4","11","5","2",
"서초2동","저소득노인","80세 이상","","6","6","3","3",
"서초2동","일   반","계","","381","405","371","386",
"서초2동","일   반","65~79세","","295","315","282","296",
"서초2동","일   반","80세 이상","","86","90","89","90",
"서초3동","합계","계","","812","837","839","902",
"서초3동","합계","65~79세","","599","605","614","663",
"서초3동","합계","80세 이상","","213","232","225","239",
"서초3동","국민기초생활보장 수급권자","계","","105","99","110","127",
"서초3동","국민기초생활보장 수급권자","65~79세","","72","66","77","91",
"서초3동","국민기초생활보장 수급권자","80세 이상","","33","33","33","36",
"서초3동","저소득노인","계","","22","22","10","9",
"서초3동","저소득노인","65~79세","","11","14","4","5",
"서초3동","저소득노인","80세 이상","","11","8","6","4",
"서초3동","일   반","계","","685","716","719","766",
"서초3동","일   반","65~79세","","516","525","533","567",
"서초3동","일   반","80세 이상","","169","191","186","199",
"서초4동","합계","계","","493","495","510","519",
"서초4동","합계","65~79세","","353","336","345","348",
"서초4동","합계","80세 이상","","140","159","165","171",
"서초4동","국민기초생활보장 수급권자","계","","25","25","29","35",
"서초4동","국민기초생활보장 수급권자","65~79세","","18","17","18","23",
"서초4동","국민기초생활보장 수급권자","80세 이상","","7","8","11","12",
"서초4동","저소득노인","계","","6","5","3","2",
"서초4동","저소득노인","65~79세","","5","3","-2","1",
"서초4동","저소득노인","80세 이상","","1","2","5","1",
"서초4동","일   반","계","","462","465","478","482",
"서초4동","일   반","65~79세","","330","316","329","324",
"서초4동","일   반","80세 이상","","132","149","149","158",
"잠원동","합계","계","","611","623","632","666",
"잠원동","합계","65~79세","","454","466","462","488",
"잠원동","합계","80세 이상","","157","157","170","178",
"잠원동","국민기초생활보장 수급권자","계","","81","94","106","125",
"잠원동","국민기초생활보장 수급권자","65~79세","","59","71","82","98",
"잠원동","국민기초생활보장 수급권자","80세 이상","","22","23","24","27",
"잠원동","저소득노인","계","","16","22","9","9",
"잠원동","저소득노인","65~79세","","9","15","4","4",
"잠원동","저소득노인","80세 이상","","7","7","5","5",
"잠원동","일   반","계","","514","507","517","532",
"잠원동","일   반","65~79세","","386","380","376","386",
"잠원동","일   반","80세 이상","","128","127","141","146",
"반포본동","합계","계","","3","3","3","2",
"반포본동","합계","65~79세","","3","2","2","2",
"반포본동","합계","80세 이상","","0","1","1","-",
"반포본동","국민기초생활보장 수급권자","계","","0","-","-","-",
