행정동코드,행정동명,시군구명,자치구명,연도,총인구수,65세이상인구,독거노인수_2018,고령화율,고령화율_변화,독거노인비율,비율_75-79세,비율_80-84세,비율_85세이상,인프라갭,포화도,시설수,수요공급갭지수,요양수요가속도
1168059000,삼성2동,강남구,강남구,2023,30768,3931,491.0,12.78,0.67,20.99,20.67,13.62,7.31,982.75,0.83,8,402.4689,51.89
1168060000,대치1동,강남구,강남구,2023,23874,2709,164.0,11.35,0.59,8.86,18.28,10.97,7.13,1354.5,0.83,8,330.0646,38.08
1168061000,대치2동,강남구,강남구,2023,36957,5390,451.0,14.58,0.81,11.84,18.13,8.57,6.18,673.75,0.83,8,406.0354,34.69
1168063000,대치4동,강남구,강남구,2023,19009,2098,358.0,11.04,0.35,28.07,22.13,12.78,6.96,349.67,0.83,8,183.62,49.79
1168064000,역삼1동,강남구,강남구,2023,34474,3684,717.0,10.69,0.23,33.33,19.36,12.9,7.77,307.0,0.83,8,226.3634,53.81
1168065000,역삼2동,강남구,강남구,2023,37085,3919,491.0,10.57,0.34,19.9,21.7,12.25,7.33,783.8,0.83,8,369.6521,46.28
1168065500,도곡1동,강남구,강남구,2023,20839,3079,348.0,14.78,0.75,16.56,17.68,10.85,7.9,219.93,0.83,8,171.1644,38.22
1168065600,도곡2동,강남구,강남구,2023,32762,5162,549.0,15.76,0.78,13.81,19.28,11.47,9.03,5162.0,0.83,8,707.8249,26.14
1168066000,개포1동,강남구,강남구,2023,6904,1679,325.0,24.32,0.3,35.68,18.0,11.56,7.33,1679.0,0.83,8,227.803,61.14
1168067000,개포2동,강남구,강남구,2023,30287,4009,282.0,13.24,0.1,18.81,16.32,8.16,6.04,4009.0,0.83,8,535.246,98.35
1168069000,개포4동,강남구,강남구,2023,23467,3535,386.0,15.06,1.17,24.64,16.48,9.74,6.65,883.75,0.83,8,356.5048,81.38
1168070000,세곡동,강남구,강남구,2023,43259,6950,954.0,16.07,0.64,27.45,17.87,12.4,11.23,2316.67,0.83,8,790.2782,69.31
1168072000,일원본동,강남구,강남구,2023,22972,3416,408.0,14.87,1.22,15.54,14.54,7.74,8.56,1708.0,0.83,8,415.6589,26.35
1168073000,일원1동,강남구,강남구,2023,14843,3413,746.0,22.99,1.0,46.88,17.66,11.38,8.57,3413.0,0.83,8,466.102,76.3
1168075000,수서동,강남구,강남구,2023,14274,4972,1343.0,34.83,3.09,68.58,18.14,10.87,8.66,1243.0,0.83,8,509.1328,93.18
1171051000,풍납1동,송파구,송파구,2023,12311,2809,616.0,22.82,1.5,36.63,18.23,12.54,7.26,1404.5,0.961,9,312.3863,51.31
1171052000,풍납2동,송파구,송파구,2023,24157,4072,726.0,16.86,1.24,24.61,17.29,10.96,7.84,1357.33,0.961,9,414.835,32.22
1171053100,거여1동,송파구,송파구,2023,12181,2524,419.0,20.72,1.12,34.75,18.6,12.89,7.26,1262.0,0.961,9,280.9671,73.86
1171053200,거여2동,송파구,송파구,2023,23671,4345,686.0,18.36,0.76,35.88,18.89,12.16,7.86,1086.25,0.961,9,410.1346,82.09
1171054000,마천1동,송파구,송파구,2023,18442,4347,955.0,23.57,1.12,42.49,18.45,13.83,8.54,4347.0,0.961,9,537.2457,65.96
1171055000,마천2동,송파구,송파구,2023,17953,4214,1061.0,23.47,1.52,40.13,18.06,13.19,8.38,842.8,0.961,9,371.0728,46.61
1171056100,방이1동,송파구,송파구,2023,15303,2340,282.0,15.29,0.84,20.98,15.1,10.44,8.86,1170.0,0.961,9,260.8887,55.45
1171056200,방이2동,송파구,송파구,2023,25913,3685,724.0,14.22,0.75,33.35,17.42,11.07,7.14,737.0,0.961,9,320.5687,52.92
1171056600,오륜동,송파구,송파구,2023,17772,3092,233.0,17.4,1.36,9.93,15.57,7.57,7.73,3092.0,0.961,9,374.5958,27.58
1171057000,오금동,송파구,송파구,2023,37756,6887,962.0,18.24,1.32,27.02,16.21,10.02,9.57,1147.83,0.961,9,565.3309,65.99
1171058000,송파1동,송파구,송파구,2023,23626,3630,544.0,15.36,0.71,24.13,16.47,10.91,7.58,726.0,0.961,9,316.2767,47.64
1171059000,송파2동,송파구,송파구,2023,18799,3051,328.0,16.23,0.92,16.52,16.13,8.95,7.6,3051.0,0.961,9,370.5745,42.96
1171060000,석촌동,송파구,송파구,2023,31095,4726,925.0,15.2,0.9,34.64,18.51,10.86,6.99,945.2,0.961,9,410.9257,57.08
1171061000,삼전동,송파구,송파구,2023,29411,4186,790.0,14.23,0.92,36.84,17.9,10.87,7.15,418.6,0.961,9,268.3226,66.88
1171062000,가락본동,송파구,송파구,2023,25598,4068,568.0,15.89,1.2,27.46,16.08,10.87,7.94,254.25,0.961,9,198.8276,67.63
1171063100,가락1동,송파구,송파구,2023,27478,3846,6.0,14.0,1.14,14.04,15.4,7.49,4.58,3846.0,0.961,9,457.174,114.7520000000001
1171063200,가락2동,송파구,송파구,2023,31528,4562,473.0,14.47,0.98,19.38,15.58,9.76,8.4,4562.0,0.961,9,557.3852,62.54
1171064100,문정1동,송파구,송파구,2023,19693,3219,346.0,16.35,1.33,19.6,15.82,9.45,6.93,1609.5,0.961,9,354.3241,60.09
1171064200,문정2동,송파구,송파구,2023,28735,4227,339.0,14.71,0.68,12.78,16.62,10.72,9.45,1409.0,0.961,9,434.2186,46.56
1171064600,장지동,송파구,송파구,2023,28910,4662,735.0,16.13,1.1,29.06,16.19,10.7,8.46,4662.0,0.961,9,571.1882,61.17
1171064700,위례동,송파구,송파구,2023,44569,3658,243.0,8.21,0.54,19.44,15.95,9.08,8.7,1219.33,0.961,9,372.6588,107.36
1171065000,잠실본동,송파구,송파구,2023,27854,3945,686.0,14.16,0.52,35.18,17.47,10.29,6.9,986.25,0.961,9,368.463,70.47
1171067000,잠실2동,송파구,송파구,2023,34875,3939,404.0,11.29,0.49,12.57,19.12,10.82,6.42,3939.0,0.961,9,478.1158,20.31
1171068000,잠실3동,송파구,송파구,2023,34041,6131,561.0,18.01,0.89,12.0,18.04,9.45,6.3,2043.67,0.961,9,617.3917,27.15
1171069000,잠실4동,송파구,송파구,2023,21184,3018,313.0,14.25,0.9,13.42,17.4,10.51,6.83,3018.0,0.961,9,366.4757,25.77
1171071000,잠실6동,송파구,송파구,2023,16571,3035,271.0,18.32,1.24,12.22,16.25,10.58,9.4,758.75,0.961,9,287.5312,31.41
1171072000,잠실7동,송파구,송파구,2023,9442,2257,214.0,23.9,1.23,11.7,18.4,12.33,11.13,2257.0,0.961,9,282.1927,21.0
1174053000,명일제1동,강동구,강동구,2023,25449,4312,510.0,16.94,1.12,19.09,16.03,9.28,7.29,1078.0,0.899,10,373.6348,47.85
1174054000,명일제2동,강동구,강동구,2023,17259,2814,233.0,16.3,1.29,13.22,15.11,7.54,7.29,2814.0,0.899,10,308.9772,46.79
1174055000,고덕제1동,강동구,강동구,2023,23847,3027,317.0,12.69,0.77,15.73,15.01,9.55,8.63,3027.0,0.899,10,336.3823,40.65
1174056000,고덕제2동,강동구,강동구,2023,22729,3189,381.0,14.03,0.41,20.66,15.47,9.01,6.46,1594.5,0.899,10,320.5211,54.79
1174057000,암사제1동,강동구,강동구,2023,34046,6335,1191.0,18.61,0.89,28.92,17.8,12.13,7.79,3167.5,0.899,10,647.0147,43.06
1174058000,암사제2동,강동구,강동구,2023,14940,2554,315.0,17.1,1.15,18.99,19.94,11.75,7.21,2554.0,0.899,10,283.8191,43.16
1174059000,암사제3동,강동구,강동구,2023,17478,2854,275.0,16.33,1.19,13.7,16.8,10.63,6.8,2854.0,0.899,10,314.9519,35.19
1174060000,천호제1동,강동구,강동구,2023,26419,5518,1128.0,20.89,1.2,28.91,17.97,11.99,6.75,5518.0,0.899,10,610.9931,34.64
1174061000,천호제2동,강동구,강동구,2023,33237,6143,1971.0,18.48,0.57,31.12,18.81,12.93,6.73,511.92,0.899,10,340.9644,-3.04
1174062000,천호제3동,강동구,강동구,2023,26276,4862,1265.0,18.5,0.95,30.79,18.02,12.19,7.72,1620.67,0.899,10,458.337,16.84
1174064000,성내제1동,강동구,강동구,2023,19654,3224,420.0,16.4,0.66,18.11,17.44,10.7,7.63,537.33,0.899,10,245.9308,32.96
1174065000,성내제2동,강동구,강동구,2023,22912,4507,932.0,19.67,0.8,31.15,18.11,12.5,7.46,751.17,0.899,10,344.9263,40.97
1174066000,성내제3동,강동구,강동구,2023,22793,4129,630.0,18.12,1.18,23.57,18.94,11.78,6.74,1032.25,0.899,10,359.3115,43.47
1174068500,길동,강동구,강동구,2023,44947,8560,1343.0,19.04,1.28,24.75,17.25,10.56,7.12,611.43,0.899,10,433.8137,45.6
1174070000,둔촌제2동,강동구,강동구,2023,24142,4283,741.0,17.74,0.81,21.2,17.19,10.3,8.01,1070.75,0.899,10,373.8141,20.32
