"동별","독거노인별","항목","단위","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"장충동","국민기초생활보장 수급권자","계","","","","","","29","26","36","25","29","34","46","54","57","60","74",
"장충동","국민기초생활보장 수급권자","65~79세","","","","","","16","13","27","21","21","27","38","42","39","42","52",
"장충동","국민기초생활보장 수급권자","80세 이상","","","","","","13","13","9","4","8","7","8","12","18","18","22",
"장충동","저소득노인","계","","","","","","10","5","4","3","5","5","4","4","6","6","1",
"장충동","저소득노인","65~79세","","","","","","6","2","2","1","4","4","2","2","4","4","1",
"장충동","저소득노인","80세 이상","","","","","","4","3","2","2","1","1","2","2","2","2","-",
"장충동","일   반","계","","","","","","147","154","147","158","144","168","206","209","189","205","216",
"장충동","일   반","65~79세","","","","","","122","125","114","123","109","123","146","144","128","135","142",
"장충동","일   반","80세 이상","","","","","","25","29","33","35","35","45","60","65","61","70","74",
"광희동","합계","계","","","","","","329","333","352","375","364","392","419","443","441","475","479",
"광희동","합계","65~79세","","","","","","266","276","281","301","299","310","339","349","342","367","367",
"광희동","합계","80세 이상","","","","","","63","57","71","74","65","82","80","94","99","108","112",
"광희동","국민기초생활보장 수급권자","계","","","","","","47","41","51","49","54","56","79","94","110","111","123",
"광희동","국민기초생활보장 수급권자","65~79세","","","","","","38","29","39","37","38","39","64","79","94","86","94",
"광희동","국민기초생활보장 수급권자","80세 이상","","","","","","9","12","12","12","16","17","15","15","16","25","29",
"광희동","저소득노인","계","","","","","","14","6","6","13","11","12","9","11","13","15","12",
"광희동","저소득노인","65~79세","","","","","","11","3","3","9","6","7","4","5","6","7","8",
"광희동","저소득노인","80세 이상","","","","","","3","3","3","4","5","5","5","6","7","8","4",
"광희동","일   반","계","","","","","","268","286","295","313","299","324","331","338","318","349","344",
"광희동","일   반","65~79세","","","","","","217","244","239","255","255","264","271","265","242","274","265",
"광희동","일   반","80세 이상","","","","","","51","42","56","58","44","60","60","73","76","75","79",
"을지로동","합계","계","","","","","","231","238","224","232","225","228","260","274","276","292","284",
"을지로동","합계","65~79세","","","","","","187","190","182","186","177","177","205","212","223","230","219",
"을지로동","합계","80세 이상","","","","","","44","48","42","46","48","51","55","62","53","62","65",
"을지로동","국민기초생활보장 수급권자","계","","","","","","36","34","51","38","41","43","68","78","91","91","91",
"을지로동","국민기초생활보장 수급권자","65~79세","","","","","","27","24","38","29","27","31","52","57","72","73","67",
"을지로동","국민기초생활보장 수급권자","80세 이상","","","","","","9","10","13","9","14","12","16","21","19","18","24",
"을지로동","저소득노인","계","","","","","","16","8","7","11","8","9","10","9","7","10","6",
"을지로동","저소득노인","65~79세","","","","","","13","5","5","8","5","5","4","4","3","5","2",
"을지로동","저소득노인","80세 이상","","","","","","3","3","2","3","3","4","6","5","4","5","4",
"을지로동","일   반","계","","","","","","179","196","166","183","176","176","182","187","178","191","187",
"을지로동","일   반","65~79세","","","","","","147","161","139","149","145","141","149","151","148","152","150",
"을지로동","일   반","80세 이상","","","","","","32","35","27","34","31","35","33","36","30","39","37",
"신당동","합계","계","","","","","","413","403","385","409","442","464","523","561","574","636","630",
"신당동","합계","65~79세","","","","","","343","331","306","325","343","353","406","431","439","474","483",
"신당동","합계","80세 이상","","","","","","70","72","79","84","99","111","117","130","135","162","147",
"신당동","국민기초생활보장 수급권자","계","","","","","","78","70","92","85","101","93","126","163","193","207","235",
"신당동","국민기초생활보장 수급권자","65~79세","","","","","","59","55","70","65","79","72","100","127","146","159","184",
"신당동","국민기초생활보장 수급권자","80세 이상","","","","","","19","15","22","20","22","21","26","36","47","48","51",
"신당동","저소득노인","계","","","","","","24","16","14","17","26","27","25","23","22","18","11",
"신당동","저소득노인","65~79세","","","","","","20","10","10","13","12","13","13","9","12","8","2",
"신당동","저소득노인","80세 이상","","","","","","4","6","4","4","14","14","12","14","10","10","9",
"신당동","일   반","계","","","","","","311","317","279","307","315","344","372","375","359","411","384",
"신당동","일   반","65~79세","","","","","","264","266","226","247","252","268","293","295","281","307","297",
"신당동","일   반","80세 이상","","","","","","47","51","53","60","63","76","79","80","78","104","87",
"다산동","합계","계","","","","","","493","475","503","540","567","609","676","713","709","765","809",
"다산동","합계","65~79세","","","","","","399","401","396","422","444","465","496","519","510","547","591",
"다산동","합계","80세 이상","","","","","","94","74","107","118","123","144","180","194","199","218","218",
"다산동","국민기초생활보장 수급권자","계","","","","","","77","73","103","76","104","114","149","166","190","206","237",
"다산동","국민기초생활보장 수급권자","65~79세","","","","","","53","59","72","58","78","88","110","118","140","127","153",
"다산동","국민기초생활보장 수급권자","80세 이상","","","","","","24","14","31","18","26","26","39","48","50","79","84",
"다산동","저소득노인","계","","","","","","39","28","27","28","25","30","27","24","43","38","18",
"다산동","저소득노인","65~79세","","","","","","28","17","15","19","18","21","15","7","21","17","6",
"다산동","저소득노인","80세 이상","","","","","","11","11","12","9","7","9","12","17","22","21","12",
"다산동","일   반","계","","","","","","377","374","373","436","438","465","500","523","476","521","554",
"다산동","일   반","65~79세","","","","","","318","325","309","345","348","356","371","394","349","403","432",
"다산동","일   반","80세 이상","","","","","","59","49","64","91","90","109","129","129","127","118","122",
"약수동","합계","계","","","","","","712","733","755","803","867","949","1016","1097","1124","1204","1242",
"약수동","합계","65~79세","","","","","","522","533","519","533","567","624","676","715","735","785","813",
"약수동","합계","80세 이상","","","","","","190","200","236","270","300","325","340","382","389","419","429",
"약수동","국민기초생활보장 수급권자","계","","","","","","158","134","248","141","219","219","302","380","418","441","450",
"약수동","국민기초생활보장 수급권자","65~79세","","","","","","111","99","167","92","138","139","188","236","246","255","266",
"약수동","국민기초생활보장 수급권자","80세 이상","","","","","","47","35","81","49","81","80","114","144","172","186","184",
"약수동","저소득노인","계","","","","","","76","43","44","68","79","81","85","64","110","92","51",
"약수동","저소득노인","65~79세","","","","","","48","31","30","38","45","48","48","33","63","47","23",
"약수동","저소득노인","80세 이상","","","","","","28","12","14","30","34","33","37","31","47","45","28",
"약수동","일   반","계","","","","","","478","556","463","594","569","649","629","653","596","671","741",
"약수동","일   반","65~79세","","","","","","363","403","322","403","384","437","440","446","426","483","524",
"약수동","일   반","80세 이상","","","","","","115","153","141","191","185","212","189","207","170","188","217",
"청구동","합계","계","","","","","","547","563","601","619","635","657","719","783","825","868","786",
"청구동","합계","65~79세","","","","","","406","402","428","447","440","456","496","524","550","578","527",
"청구동","합계","80세 이상","","","","","","141","161","173","172","195","201","223","259","275","290","259",
"청구동","국민기초생활보장 수급권자","계","","","","","","134","117","196","147","185","184","254","284","318","340","353",
"청구동","국민기초생활보장 수급권자","65~79세","","","","","","84","82","166","99","111","117","163","177","201","213","225",
"청구동","국민기초생활보장 수급권자","80세 이상","","","","","","50","35","30","48","74","67","91","107","117","127","128",
"청구동","저소득노인","계","","","","","","48","30","26","42","37","39","34","29","47","43","24",
"청구동","저소득노인","65~79세","","","","","","31","12","11","29","24","25","24","17","30","30","16",
"청구동","저소득노인","80세 이상","","","","","","17","18","15","13","13","14","10","12","17","13","8",
"청구동","일   반","계","","","","","","365","416","379","430","413","434","431","470","460","485","409",
